PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
8.77,16.77,9.54,0.34,15.01,42.45,53.0,2
15.12,28.91,6.03,0.37,15.07,44.22,53.0,2
15.95,27.93,8.68,0.4,15.09,39.86,55.0,2
21.8,41.14,11.33,0.42,15.14,39.32,51.0,2
28.03,44.54,11.2,0.56,15.31,26.35,47.0,1
24.49,39.27,11.03,0.57,15.26,26.37,57.0,2
23.06,40.33,6.54,0.5,15.21,26.84,50.0,1
17.45,30.52,8.21,0.41,15.55,44.84,56.0,2
10.8,26.6,4.28,0.32,15.44,40.33,47.0,1
15.57,25.37,6.29,0.38,15.42,31.39,42.0,1
12.45,20.53,6.97,0.39,15.7,30.37,37.0,1
18.92,30.78,6.8,0.41,15.65,22.93,30.0,1
28.74,46.41,8.0,0.47,15.6,29.94,39.0,1
31.44,51.03,8.33,0.49,15.7,36.58,53.0,2
36.84,72.94,18.6,0.68,15.82,31.82,63.0,2
37.17,69.88,14.8,0.65,15.89,27.09,85.0,2
15.44,26.0,11.08,0.48,15.52,22.58,39.0,1
18.75,29.81,10.19,0.46,15.5,21.77,45.0,1
17.75,26.31,10.51,0.4,15.62,21.27,31.0,1
15.67,27.58,8.73,0.36,15.63,20.42,31.0,1
16.03,26.82,9.27,0.4,15.63,24.49,34.0,1
9.88,17.95,6.26,0.31,15.69,23.73,35.0,1
5.6,11.66,5.42,0.31,15.72,26.3,31.0,1
12.18,21.4,5.73,0.38,15.89,22.25,30.0,1
24.36,40.94,10.26,0.52,15.86,24.91,35.0,1
20.77,34.82,7.49,0.46,15.75,24.06,46.0,1
19.46,35.88,10.55,0.56,15.99,21.95,41.0,1
18.53,34.18,6.61,0.4,16.06,19.74,46.0,1
21.36,34.42,5.43,0.4,15.97,22.36,36.0,1
18.8,31.55,12.57,0.46,15.9,22.73,37.0,1
16.6,23.75,7.72,0.48,16.1,19.46,35.0,1
17.82,25.71,8.37,0.51,16.09,21.5,35.0,1
18.95,28.79,8.12,0.44,15.91,27.36,36.0,1
21.38,33.14,6.38,0.46,15.66,27.12,48.0,1
20.32,32.51,5.11,0.43,15.83,24.38,39.0,1
40.0,53.0,6.59,0.61,16.07,21.32,36.0,1
35.33,84.31,44.35,0.84,5.07,25.24,81.0,2
40.64,92.73,52.89,1.07,6.57,16.24,112.0,3
33.25,77.65,45.37,1.0,8.79,18.38,81.0,2
26.64,69.68,36.51,0.88,9.97,27.98,81.0,2
23.92,70.52,39.01,0.89,9.72,24.73,79.0,2
28.42,84.49,42.76,1.09,8.99,27.01,79.0,2
35.71,75.77,48.4,1.07,9.33,28.83,90.0,2
37.09,98.23,49.9,1.09,9.28,33.36,93.0,2
43.67,103.08,49.19,1.02,6.74,26.01,112.0,3
44.76,111.15,47.01,1.1,4.76,33.86,104.0,3
41.11,94.44,48.83,1.1,7.73,29.34,102.0,3
46.5,96.07,49.36,1.09,11.05,39.16,95.0,2
33.54,80.51,65.03,1.9,11.57,28.7,127.0,3
11.98,103.34,37.86,0.95,19.13,67.74,135.0,3
27.32,83.02,37.5,0.78,18.54,47.74,105.0,3
22.75,58.38,37.72,0.79,25.13,32.89,84.0,2
23.34,80.58,58.13,1.34,31.7,42.77,155.0,3
24.49,66.8,43.69,0.94,35.21,28.28,138.0,3
21.85,68.36,31.72,0.98,28.09,18.39,78.0,2
23.4,81.96,29.87,1.11,31.45,20.92,79.0,2
29.12,77.05,30.77,0.89,26.82,41.79,95.0,2
22.44,68.42,37.52,1.15,30.72,37.79,90.0,2
23.82,62.12,34.3,1.05,38.43,24.1,105.0,3
16.53,44.53,29.24,0.94,46.26,16.92,67.0,2
18.76,43.55,29.85,1.04,29.69,13.1,73.0,2
23.64,52.09,31.32,1.1,26.89,13.39,79.0,2
27.8,82.45,34.95,1.25,32.89,17.76,89.0,2
24.73,89.99,33.23,1.17,32.63,21.29,95.0,2
25.74,86.21,31.69,0.96,34.28,25.35,89.0,2
30.37,92.09,34.63,1.07,27.96,22.94,94.0,2
36.85,103.97,43.12,1.25,44.65,28.44,103.0,3
23.77,96.36,33.73,1.09,37.9,24.9,101.0,3
23.39,85.46,29.54,0.64,35.36,29.24,93.0,2
39.42,107.82,53.0,0.62,47.11,28.33,85.0,2
34.14,106.86,41.82,1.18,31.44,36.75,106.0,3
28.14,93.6,34.82,1.02,35.15,35.95,101.0,3
27.92,78.98,35.64,1.07,35.46,25.98,89.0,2
25.7,80.46,39.56,1.15,26.2,24.28,83.0,2
28.17,101.92,38.75,1.03,32.12,28.17,90.0,2
26.93,102.19,38.95,1.1,39.42,33.16,102.0,3
33.79,101.42,38.88,1.11,39.92,47.65,102.0,3
33.73,102.06,33.98,1.02,35.43,42.24,102.0,3
38.2,107.83,33.87,0.98,31.97,57.54,111.0,3
47.01,111.73,36.96,1.17,37.63,49.99,108.0,3
31.59,97.97,33.61,0.87,37.4,44.39,102.0,3
30.39,89.86,38.65,0.86,38.41,42.86,93.0,2
30.35,77.62,35.76,0.79,28.78,44.58,87.0,2
32.44,72.64,28.77,0.64,30.59,41.06,87.0,2
17.78,63.29,23.5,0.39,28.17,35.82,66.0,2
9.53,32.93,12.87,0.43,11.18,43.5,63.0,2
8.91,34.51,12.77,0.41,11.8,41.29,53.0,2
10.56,35.2,12.97,0.47,12.63,38.43,60.0,2
26.85,54.03,27.72,0.6,27.67,48.49,77.0,2
29.45,66.39,38.84,0.8,37.97,41.44,77.0,2
26.88,74.2,30.88,0.64,36.41,39.52,71.0,2
26.75,57.16,32.96,0.79,27.0,19.97,68.0,2
37.11,57.14,26.57,0.46,21.12,17.67,67.0,2
42.4,91.61,35.13,0.79,28.26,58.59,102.0,3
42.73,94.73,37.04,0.66,24.68,46.0,101.0,3
42.7,101.98,42.25,0.7,31.11,40.2,98.0,2
46.08,91.88,36.83,0.69,34.53,40.09,96.0,2
63.33,98.79,41.67,1.06,30.31,27.79,98.0,2
52.77,88.89,39.21,0.87,30.83,70.49,160.0,3
41.43,79.75,33.77,0.71,31.09,72.47,188.0,3
22.89,54.42,28.03,0.59,18.84,27.81,73.0,2
28.28,55.62,23.62,0.73,15.97,32.27,64.0,2
13.46,27.95,14.2,0.51,12.08,42.39,71.0,2
24.93,47.83,25.39,0.58,20.6,37.3,65.0,2
33.68,71.78,36.89,0.78,35.63,25.04,65.0,2
39.38,79.07,36.34,0.66,41.44,31.44,86.0,2
36.02,92.91,39.78,0.58,25.49,57.61,151.0,3
13.75,29.45,14.05,0.4,10.11,26.54,49.0,1
12.67,27.2,8.62,0.42,15.35,38.02,55.0,2
19.93,33.15,20.31,0.94,15.79,35.97,90.0,2
27.57,55.19,35.71,1.27,19.36,22.13,78.0,2
23.78,51.23,26.18,1.02,15.03,30.47,85.0,2
36.71,64.6,36.36,1.3,19.0,25.59,89.0,2
62.52,103.15,56.17,1.91,20.52,16.48,108.0,3
72.4,118.07,45.89,1.44,11.11,21.68,130.0,3
60.73,92.72,44.06,1.28,18.29,25.04,113.0,3
54.76,96.82,50.32,1.3,22.54,17.98,104.0,3
40.24,72.92,38.29,1.01,16.68,25.81,94.0,2
71.57,99.21,43.55,1.18,16.61,53.92,132.0,3
42.06,113.21,43.26,0.82,29.0,42.97,133.0,3
44.1,93.36,45.35,1.03,24.17,25.85,104.0,3
53.43,101.42,44.43,1.03,25.07,20.23,100.0,2
51.42,94.82,41.1,0.97,17.9,31.39,105.0,3
37.61,79.35,42.34,0.76,13.62,19.19,85.0,2
50.36,102.59,50.06,1.23,20.11,11.78,95.0,2
43.12,87.66,42.1,0.82,19.9,16.01,97.0,2
45.73,92.35,40.62,1.06,22.14,26.02,90.0,2
43.88,83.88,30.35,1.15,11.31,28.35,108.0,3
89.96,94.0,88.72,1.34,17.6,14.47,110.0,3
65.83,112.08,45.39,1.1,14.24,47.41,123.0,3
66.14,105.53,50.18,1.04,12.48,42.08,121.0,3
64.67,112.79,56.35,1.13,15.17,43.97,116.0,3
64.92,101.08,60.75,1.23,13.5,33.92,118.0,3
66.93,100.71,68.56,1.34,18.09,28.29,122.0,3
62.97,103.08,67.64,1.19,26.49,30.0,109.0,3
63.12,103.67,83.01,1.5,33.28,38.47,126.0,3
60.85,108.64,62.1,1.29,22.65,39.3,142.0,3
63.31,96.76,67.62,1.21,15.88,44.27,110.0,3
47.62,101.06,26.48,0.8,12.67,53.25,104.0,3
44.65,76.94,32.65,1.01,6.99,53.31,147.0,3
44.44,81.9,25.0,0.86,7.73,26.08,91.0,2
44.81,74.15,24.3,0.79,14.42,44.42,76.0,2
58.43,96.69,29.01,0.97,10.38,52.16,89.0,2
64.91,93.18,43.66,1.06,11.89,38.43,117.0,3
37.5,65.46,19.09,0.77,7.61,34.08,82.0,2
29.34,53.15,18.55,0.77,9.45,36.52,67.0,2
12.94,30.1,17.48,0.67,5.62,24.79,55.0,2
18.14,36.89,21.59,0.71,8.4,31.53,56.0,2
48.11,92.4,45.09,1.05,14.04,38.94,83.0,2
71.88,112.68,54.12,1.21,12.59,40.8,113.0,3
67.16,105.6,70.94,1.46,18.95,34.74,133.0,3
63.98,104.47,71.81,1.61,26.27,39.16,114.0,3
60.85,101.39,51.12,1.81,32.42,29.42,112.0,3
68.5,94.0,61.14,1.64,19.71,56.0,114.0,3
56.0,94.0,60.94,1.62,19.54,67.32,132.0,3
78.65,120.82,28.57,1.2,8.27,80.0,129.0,3
77.51,115.91,26.66,1.15,9.79,75.77,163.0,3
68.7,106.53,26.07,1.13,8.59,70.65,150.0,3
72.89,108.85,23.94,1.18,10.66,92.13,127.0,3
76.4,120.03,31.02,1.14,12.94,97.23,151.0,3
71.11,122.95,33.96,1.11,12.68,91.7,148.0,3
64.44,113.83,61.25,1.45,17.52,56.33,120.0,3
66.78,107.4,63.11,1.53,16.82,56.55,119.0,3
66.07,110.91,68.27,1.59,18.76,48.74,125.0,3
63.54,100.06,72.33,1.74,22.0,41.06,116.0,3
60.96,109.68,71.71,1.71,22.92,42.1,112.0,3
61.68,102.75,81.21,1.6,25.38,40.32,108.0,3
61.23,102.48,85.44,1.64,25.54,38.35,109.0,3
63.17,96.29,80.13,1.68,40.55,43.78,110.0,3
61.53,102.83,69.96,1.58,20.38,53.4,116.0,3
68.77,105.94,63.18,1.55,23.3,61.76,125.0,3
63.62,103.65,68.05,1.64,24.5,57.9,121.0,3
66.66,99.53,71.79,1.53,21.3,63.94,126.0,3
66.92,108.85,25.19,1.0,11.07,85.63,144.0,3
41.55,80.48,30.56,0.99,6.67,58.45,93.0,2
32.6,67.24,26.56,0.94,8.0,55.43,82.0,2
52.58,93.04,24.96,0.98,6.34,88.45,106.0,3
74.8,113.48,30.06,1.06,8.32,86.68,131.0,3
43.18,77.91,28.66,1.0,10.04,76.9,113.0,3
50.53,64.11,36.44,1.04,27.9,68.2,91.0,2
64.4,80.16,58.46,1.49,34.58,56.16,105.0,3
65.44,102.77,57.17,1.41,37.75,68.11,123.0,3
57.84,116.72,36.03,1.19,35.72,91.9,120.0,3
46.03,95.57,20.92,1.02,33.88,84.98,113.0,3
40.99,71.42,18.21,0.96,34.07,87.04,105.0,3
48.07,84.67,18.08,0.96,32.54,93.76,117.0,3
62.66,102.67,22.56,1.15,31.35,90.96,107.0,3
71.8,117.17,30.64,1.18,31.52,83.67,139.0,3
52.28,113.57,46.05,1.14,32.89,61.72,119.0,3
69.5,104.08,65.42,1.49,31.48,52.04,119.0,3
59.38,107.2,67.64,1.48,18.63,56.03,120.0,3
64.2,104.71,74.72,1.55,18.98,56.84,119.0,3
61.85,100.85,77.27,1.53,19.86,58.88,122.0,3
63.14,99.22,77.15,1.82,23.87,54.52,133.0,3
67.26,102.33,77.47,1.84,21.77,51.71,120.0,3
65.86,96.71,71.11,1.67,20.15,50.28,124.0,3
79.29,123.67,48.03,1.48,18.57,83.35,122.0,3
63.52,101.09,64.9,1.63,14.27,46.2,126.0,3
66.59,108.45,53.96,1.55,12.91,55.78,133.0,3
56.0,94.0,41.25,1.52,11.0,92.97,127.0,3
56.0,94.0,57.45,1.69,8.02,65.25,116.0,3
56.0,94.0,53.1,1.67,5.13,65.98,116.0,3
71.19,112.65,55.17,1.57,6.8,56.32,107.0,3
63.51,97.56,38.43,1.38,1.44,55.05,147.0,3
38.25,77.84,33.05,1.1,1.23,49.63,102.0,3
62.3,101.33,42.11,1.32,6.48,50.55,98.0,2
66.77,100.24,46.67,1.39,4.81,64.8,117.0,3
68.9,105.73,29.76,1.27,5.03,92.19,121.0,3
69.58,123.12,39.5,1.22,7.2,85.63,146.0,3
47.15,88.98,59.46,1.41,6.3,54.57,110.0,3
57.31,92.42,51.83,1.35,3.42,56.85,108.0,3
56.08,95.9,60.14,1.46,6.48,47.06,103.0,3
61.58,96.12,63.83,1.5,13.46,39.83,108.0,3
55.21,97.03,52.63,1.36,16.88,41.86,102.0,3
66.21,107.1,41.29,1.28,7.78,49.79,107.0,3
71.24,111.64,28.97,1.21,4.35,76.59,121.0,3
73.17,113.17,18.95,0.95,3.3,90.96,144.0,3
76.86,123.73,23.54,0.98,4.77,105.22,148.0,3
67.81,108.77,57.83,1.42,8.65,64.86,136.0,3
68.03,111.45,68.69,1.54,18.4,67.78,137.0,3
62.88,102.81,70.47,1.48,15.37,60.23,124.0,3
77.1,107.71,30.17,1.1,5.99,104.87,139.0,3
80.78,122.62,29.97,1.11,4.71,109.76,166.0,3
80.65,120.43,33.64,1.21,12.21,153.23,236.0,4
74.57,122.65,33.51,1.18,3.76,103.82,156.0,3
63.88,114.71,51.04,1.26,8.36,73.47,126.0,3
55.47,103.58,56.26,1.31,6.47,55.26,108.0,3
68.84,118.21,30.0,1.05,7.12,94.31,101.0,3
82.19,127.59,25.96,1.12,4.77,100.61,173.0,3
68.09,106.33,36.01,1.26,6.49,64.59,190.0,3
90.15,165.54,46.57,1.57,19.63,40.84,178.0,3
68.13,109.16,23.93,0.84,9.77,48.52,183.0,3
84.78,144.43,26.01,1.3,10.28,61.69,177.0,3
95.17,154.56,40.05,1.26,11.5,42.12,214.0,4
93.11,149.8,41.89,1.36,9.69,39.06,221.0,4
64.85,125.5,30.29,0.77,7.15,52.79,158.0,3
95.92,172.76,45.33,1.42,10.41,43.94,177.0,3
96.96,170.32,44.16,1.87,20.63,32.07,255.0,4
98.42,191.04,53.95,1.09,17.72,37.53,227.0,4
90.31,159.65,50.7,1.31,11.52,34.48,214.0,4
86.33,161.9,41.98,0.95,14.14,38.68,137.0,3
97.24,177.05,54.72,1.07,17.66,45.07,198.0,3
108.49,191.72,51.15,1.1,14.45,40.81,265.0,4
90.15,158.52,50.13,0.95,10.94,32.96,228.0,4
72.66,134.1,38.14,0.81,8.28,39.94,168.0,3
50.1,92.38,24.89,0.68,3.41,47.33,107.0,3
47.32,108.45,29.69,0.74,5.12,43.6,118.0,3
54.3,122.19,31.76,1.3,4.77,32.83,146.0,3
74.8,181.65,51.11,1.57,10.04,39.01,158.0,3
103.57,205.91,67.56,1.74,31.92,40.03,219.0,4
69.93,177.61,51.53,1.5,14.76,37.05,196.0,3
90.56,171.09,50.92,1.48,15.12,40.75,191.0,3
78.47,143.79,41.19,0.86,17.2,34.93,166.0,3
78.02,138.38,39.22,1.27,21.8,29.06,184.0,3
61.52,116.64,34.28,1.24,14.93,28.19,158.0,3
48.68,110.73,32.48,1.22,20.24,25.74,144.0,3
50.3,116.4,36.34,1.28,25.92,20.73,141.0,3
51.17,93.34,25.74,1.01,18.59,28.0,138.0,3
54.92,100.52,26.63,1.18,11.52,36.23,129.0,3
72.35,120.28,26.9,0.68,13.36,33.81,122.0,3
68.0,134.8,33.52,1.22,10.82,32.05,160.0,3
67.1,124.23,32.02,1.17,10.37,31.9,151.0,3
84.69,175.98,50.97,1.41,25.77,46.36,175.0,3
72.19,142.93,47.3,0.83,14.73,53.58,151.0,3
76.47,174.14,56.43,1.38,15.05,45.82,172.0,3
52.09,115.14,40.5,1.16,10.11,34.81,159.0,3
29.71,62.1,26.24,0.62,10.14,20.75,86.0,2
22.3,53.71,22.88,1.01,12.79,15.05,117.0,3
24.57,58.88,18.35,1.08,8.84,11.06,118.0,3
19.72,42.65,13.58,0.96,4.49,13.87,108.0,3
22.26,51.86,21.42,1.05,10.69,13.5,106.0,3
26.23,61.07,20.68,0.7,9.99,12.16,62.0,2
28.4,45.37,13.13,0.72,8.13,17.81,122.0,3
45.77,82.12,15.24,0.45,13.53,16.28,67.0,2
50.47,94.74,14.84,0.92,7.48,26.05,90.0,2
42.41,78.96,18.12,1.19,3.49,29.83,169.0,3
36.17,62.62,23.85,0.83,4.73,17.71,112.0,3
36.92,78.56,23.69,0.94,10.12,17.9,114.0,3
40.35,85.47,23.26,0.98,10.05,16.28,126.0,3
47.45,99.17,23.88,1.02,10.64,17.6,129.0,3
51.6,107.27,23.09,0.56,12.14,19.16,106.0,3
56.22,109.69,24.25,1.17,12.52,20.22,147.0,3
48.4,84.08,22.58,1.0,5.62,17.43,136.0,3
47.43,92.46,23.01,1.07,8.49,12.91,127.0,3
48.72,108.98,24.53,0.72,13.48,14.31,97.0,2
52.68,123.59,28.39,1.14,21.56,14.58,144.0,3
33.5,96.75,21.75,0.56,11.56,15.12,115.0,3
30.71,82.42,15.91,1.11,15.93,9.32,94.0,2
30.48,92.82,12.79,1.68,15.52,9.25,134.0,3
30.66,110.0,13.76,1.71,19.38,9.29,140.0,3
33.98,96.5,15.38,1.55,16.77,9.57,140.0,3
32.45,103.49,16.13,1.12,14.92,12.39,106.0,3
28.03,75.36,16.11,1.65,14.5,6.85,98.0,2
30.18,86.28,15.4,1.58,14.6,7.31,128.0,3
39.15,96.82,17.95,1.6,14.55,11.03,136.0,3
46.38,104.17,20.15,1.74,16.06,13.89,142.0,3
45.34,99.45,18.06,1.7,14.11,17.01,152.0,3
45.08,98.0,18.38,1.71,15.15,16.39,149.0,3
30.88,66.79,17.28,0.98,11.21,11.83,94.0,2
22.41,48.12,5.76,0.71,5.35,49.78,70.0,2
28.03,55.26,4.43,0.79,4.23,62.64,94.0,2
29.4,61.49,13.63,0.75,5.03,68.2,85.0,2
42.25,81.14,13.34,0.83,6.52,75.27,90.0,2
54.75,97.61,2.68,0.8,7.43,79.11,99.0,2
60.62,109.46,0.38,0.85,7.45,109.06,148.0,3
33.02,72.5,19.44,0.75,5.84,89.53,130.0,3
30.55,54.72,16.56,0.76,3.89,63.31,93.0,2
13.1,27.08,14.82,0.74,4.74,42.26,85.0,2
6.48,22.89,11.61,0.74,5.57,29.49,64.0,2
7.8,18.72,14.27,0.76,5.12,22.19,63.0,2
10.89,28.9,10.62,0.71,6.13,30.74,58.0,2
15.12,28.67,8.23,0.63,5.84,31.24,52.0,2
13.71,28.68,10.58,0.82,6.95,19.47,74.0,2
38.17,61.47,8.68,0.79,4.93,42.78,62.0,2
61.5,106.56,11.39,0.91,5.98,75.21,95.0,2
67.51,130.08,25.32,1.02,8.7,72.79,120.0,3
72.41,138.21,28.02,0.93,9.69,110.54,161.0,3
69.52,119.5,30.52,0.94,8.78,121.73,174.0,3
70.0,124.86,31.12,0.98,8.23,121.71,175.0,3
62.29,125.91,41.42,1.07,7.34,95.86,153.0,3
82.35,172.13,54.91,1.05,8.89,76.15,158.0,3
51.25,133.9,44.58,0.81,5.7,71.32,138.0,3
56.05,92.98,39.66,0.89,7.2,80.85,116.0,3
61.99,126.25,40.34,0.91,10.41,90.05,122.0,3
71.27,124.88,27.71,0.94,7.28,122.71,165.0,3
69.02,114.81,29.42,0.93,6.61,110.02,157.0,3
75.65,123.44,34.31,1.1,9.75,106.51,162.0,3
98.32,184.65,55.94,1.23,9.07,81.64,207.0,4
101.28,178.5,55.34,1.3,10.87,77.64,230.0,4
83.65,141.02,36.78,1.09,12.56,96.71,195.0,3
60.98,112.99,44.64,1.04,11.66,77.73,155.0,3
55.61,111.86,44.59,1.06,10.45,53.68,104.0,3
77.81,160.8,54.45,1.14,11.55,37.76,148.0,3
72.49,126.78,47.58,1.11,10.08,46.58,132.0,3
76.95,128.31,43.73,1.16,11.13,36.79,159.0,3
80.72,149.08,41.51,1.26,7.11,36.13,169.0,3
66.31,97.69,24.11,0.93,6.7,64.81,128.0,3
66.12,97.87,36.82,1.04,5.84,71.93,125.0,3
83.31,163.67,67.69,1.47,14.22,43.04,155.0,3
92.11,181.98,56.71,1.26,14.12,52.25,206.0,4
72.64,139.11,46.04,1.09,26.03,63.46,158.0,3
55.81,121.39,43.94,0.91,9.21,77.78,131.0,3
72.83,137.31,54.01,1.12,6.59,69.33,124.0,3
67.7,110.88,41.12,1.1,6.93,82.73,142.0,3
89.92,178.94,52.59,1.39,10.78,57.23,164.0,3
113.04,195.51,61.96,1.47,40.38,48.63,251.0,4
117.2,183.31,45.4,1.32,13.44,65.61,268.0,4
115.56,168.7,39.23,1.21,8.55,82.6,292.0,4
123.9,202.38,60.49,1.45,15.18,66.62,296.0,4
101.93,176.88,55.93,1.2,16.39,69.82,290.0,4
88.29,195.79,60.83,1.28,16.54,57.78,203.0,4
52.25,103.4,52.56,1.08,6.26,52.57,160.0,3
58.56,100.61,32.45,0.93,5.44,80.89,99.0,2
67.75,113.01,23.54,0.93,8.38,112.64,129.0,3
59.73,99.04,23.69,0.95,5.75,95.39,131.0,3
64.22,106.57,28.36,1.02,9.84,98.75,125.0,3
72.28,132.6,52.03,1.33,12.67,90.33,132.0,3
112.67,234.51,83.29,1.95,34.16,35.0,231.0,4
89.89,183.69,59.18,1.5,11.99,57.98,233.0,4
106.06,218.15,75.76,1.78,12.97,49.1,231.0,4
92.74,200.4,70.87,1.6,14.41,54.14,230.0,4
100.71,196.05,60.68,1.19,12.79,68.59,229.0,4
63.83,116.56,33.16,0.88,10.25,101.8,150.0,3
98.05,191.53,62.83,1.28,13.18,70.78,192.0,3
123.81,289.19,70.69,1.52,15.06,60.26,279.0,4
128.34,254.08,69.88,1.64,15.88,50.55,305.0,5
117.2,210.61,52.2,1.19,16.11,33.98,293.0,4
199.94,283.0,62.91,2.11,14.33,37.74,334.0,5
113.89,203.02,47.37,1.37,11.01,60.7,320.0,5
123.38,233.26,53.99,1.48,17.97,52.2,284.0,4
104.12,200.75,50.03,1.39,12.76,39.92,297.0,4
83.42,168.22,56.14,1.33,14.01,43.42,189.0,3
85.14,187.51,57.47,1.41,10.54,43.48,180.0,3
103.95,249.97,60.86,1.52,14.32,49.83,229.0,4
90.25,199.35,58.21,1.48,11.72,52.56,224.0,4
93.18,213.01,63.07,1.52,12.21,52.3,200.0,3
108.47,262.9,87.42,1.7,13.74,31.71,226.0,4
83.94,152.19,38.1,0.99,18.12,80.72,182.0,3
87.12,156.83,44.15,1.04,9.01,77.9,176.0,3
95.29,202.2,68.01,1.24,21.3,52.07,219.0,4
92.94,187.71,65.32,1.15,11.28,61.19,215.0,4
73.77,168.36,61.11,1.15,2.45,57.06,179.0,3
81.05,210.94,69.86,1.19,3.83,46.84,172.0,3
78.53,205.06,65.58,1.25,9.44,44.32,164.0,3
63.4,191.95,62.86,1.06,11.92,33.84,169.0,3
65.06,179.27,58.17,1.16,11.79,33.73,162.0,3
69.68,183.64,57.75,1.02,11.14,32.3,150.0,3
62.76,139.55,49.41,0.66,9.09,21.18,136.0,3
51.09,114.01,47.2,0.59,10.01,28.8,116.0,3
49.31,125.65,41.02,0.61,9.03,18.52,112.0,3
52.48,119.12,38.01,0.59,8.76,15.79,99.0,2
72.97,129.71,29.17,0.44,10.67,31.16,140.0,3
52.38,113.91,6.49,0.51,8.12,81.06,121.0,3
67.26,169.98,11.17,0.71,10.5,58.92,134.0,3
72.41,150.5,8.09,0.65,10.83,47.88,137.0,3
82.74,155.27,0.51,0.73,10.53,30.64,169.0,3
66.72,112.92,0.64,0.49,10.45,44.98,136.0,3
78.83,143.59,0.81,0.54,9.74,34.1,148.0,3
81.56,161.53,18.27,0.72,10.34,29.31,174.0,3
72.27,183.23,49.32,0.81,10.01,32.77,156.0,3
71.19,194.15,65.2,0.74,17.08,37.11,160.0,3
76.45,188.84,58.72,0.77,16.64,36.6,157.0,3
86.82,256.85,90.43,1.71,29.37,20.95,195.0,3
61.99,250.5,66.23,1.11,24.09,35.85,232.0,4
58.94,171.6,80.37,0.94,21.12,49.87,182.0,3
48.33,136.39,59.48,0.77,17.88,37.29,131.0,3
50.69,151.74,67.88,0.76,19.73,36.33,128.0,3
56.85,149.89,58.84,0.82,18.51,38.14,142.0,3
54.86,138.5,49.57,0.77,22.91,31.66,124.0,3
37.05,124.78,56.87,0.71,39.68,28.0,118.0,3
31.85,118.47,57.8,0.71,27.14,26.32,115.0,3
47.48,133.72,51.33,0.83,20.42,24.56,121.0,3
48.65,123.68,43.91,0.77,15.75,43.75,124.0,3
64.04,147.36,48.57,0.88,13.82,31.67,115.0,3
50.73,96.61,20.95,0.54,2.57,50.33,124.0,3
45.48,84.41,23.2,0.56,3.81,52.11,85.0,2
60.64,143.53,44.34,0.75,11.94,45.95,114.0,3
63.92,142.07,52.48,0.82,14.67,42.88,126.0,3
57.28,125.83,48.37,0.73,19.82,31.2,120.0,3
48.89,122.96,55.29,0.78,18.72,27.85,112.0,3
39.85,123.78,56.73,0.78,22.65,29.5,117.0,3
42.34,107.78,39.02,0.83,20.9,11.81,109.0,3
42.47,83.23,34.41,0.62,10.7,20.39,99.0,2
96.1,175.91,66.65,1.1,15.43,57.75,148.0,3
93.98,157.14,52.36,0.91,11.91,51.39,224.0,4
67.56,108.03,39.88,0.66,9.05,37.93,168.0,3
55.97,106.51,40.7,0.64,17.06,22.72,105.0,3
60.63,120.63,46.99,0.76,22.86,10.8,107.0,3
51.64,108.06,41.97,0.68,16.68,17.12,110.0,3
55.66,139.74,41.72,0.93,13.78,17.41,121.0,3
54.05,115.06,31.7,0.65,8.25,25.26,116.0,3
45.64,97.95,27.43,0.54,4.7,29.04,106.0,3
51.89,114.38,37.22,0.72,9.25,23.1,99.0,2
48.2,107.48,40.51,0.67,24.17,13.97,110.0,3
30.53,74.44,29.04,0.56,18.48,12.55,88.0,2
27.49,67.21,29.4,0.57,10.65,17.22,71.0,2
29.82,75.32,27.29,0.52,10.8,21.54,73.0,2
38.7,94.22,39.01,0.6,14.53,20.53,82.0,2
36.96,88.07,34.75,0.62,10.53,19.03,101.0,3
29.16,87.32,30.39,0.44,9.41,54.44,95.0,2
22.21,55.07,21.58,0.5,3.93,19.39,62.0,2
23.84,69.72,30.58,0.43,5.31,23.36,70.0,2
27.42,71.41,35.01,0.49,9.32,44.52,72.0,2
38.43,102.08,35.61,0.56,10.75,14.98,89.0,2
36.88,82.95,33.99,0.53,12.06,13.83,95.0,2
23.42,42.92,21.57,0.31,2.33,65.33,84.0,2
39.79,89.78,40.3,0.58,4.88,23.42,75.0,2
47.17,97.93,37.12,0.63,13.77,29.1,90.0,2
29.43,69.38,30.01,0.52,11.95,18.46,85.0,2
22.09,54.98,28.51,0.5,10.36,17.47,59.0,2
28.25,83.68,35.98,0.51,17.9,17.23,81.0,2
18.89,55.15,23.41,0.56,15.35,12.73,54.0,2
15.53,54.14,27.48,0.48,10.19,14.2,66.0,2
17.15,57.66,28.43,0.48,16.84,20.28,55.0,2
27.23,85.09,33.99,0.64,27.9,13.08,78.0,2
19.46,66.45,31.74,0.51,27.42,14.73,71.0,2
17.86,65.64,28.5,0.48,14.34,24.0,66.0,2
16.36,69.43,24.01,0.57,16.12,11.16,65.0,2
21.74,83.35,23.61,0.59,8.98,15.06,80.0,2
15.93,66.29,23.5,0.34,33.14,12.63,76.0,2
29.64,86.19,35.29,0.59,16.03,20.32,98.0,2
25.81,87.92,27.12,1.77,18.84,18.82,86.0,2
21.97,81.58,26.51,0.52,22.25,12.68,76.0,2
16.34,52.24,18.01,0.38,10.65,15.38,77.0,2
13.9,54.07,19.48,0.44,13.13,11.69,49.0,1
